Date,Valor_Portafolio,Capital_Invertido,Rendimiento_%
2026-06-04,1435.4371494301279,930.9899664663991,54.18395483663196
2026-06-05,1352.041002356148,930.9899664663991,45.22616258560348
2026-06-08,1387.631547908109,930.9899664663991,49.04903359752706
2026-06-09,1381.060960917131,930.9899664663991,48.34327013845168
2026-06-10,1343.7426319291953,930.9899664663991,44.334813513556085
2026-06-11,1402.4954403971026,930.9899664663991,50.64560209175153
2026-06-12,1399.2190719204887,930.9899664663991,50.2936790211894
2026-06-15,1459.19011663627,930.9899664663991,56.73532145299811
2026-06-16,1427.0148741001337,930.9899664663991,53.27929682383286
2026-06-17,1423.2453303824375,930.9899664663991,52.87440054637847
2026-06-18,1469.370647752792,930.9899664663991,57.828838191439715
2026-06-22,1488.4237242689273,930.9899664663991,59.87537759598904
2026-06-23,1413.631784309723,930.9899664663991,51.84178511345354
2026-06-24,1408.640060933317,930.9899664663991,51.30561141059913
2026-06-25,1463.6057698470966,930.9899664663991,57.209617994300956
2026-06-26,1432.6505246774161,930.9899664663991,53.88463638497469
2026-06-29,1448.1115928804188,930.9899664663991,55.54534904138342
2026-06-30,1458.5742293063104,930.9899664663991,56.6691674285571
2026-07-01,1413.5212453708107,930.9899664663991,51.829911844901375
2026-07-02,1392.7006037961617,930.9899664663991,49.59351378213015
2026-07-06,1403.4636901040285,930.9899664663991,50.749604255233585
2026-07-07,1385.469238293495,930.9899664663991,48.81677442261658
2026-07-08,1390.7269468140241,930.9899664663991,49.38151826625703
2026-07-09,1409.843175814216,930.9899664663991,51.434841039728816
2026-07-10,1415.90702163805,930.9899664663991,52.08617414129269
2026-07-13,1388.4856188728336,930.9899664663991,49.140771531928884
2026-07-14,1417.5756575316989,930.9899664663991,52.26540656631893
2026-07-15,1393.493487962734,930.9899664663991,49.67867948693166
2026-07-16,1364.613278001927,930.9899664663991,46.576582686638226
2026-07-17,1352.623412153288,930.9899664663991,45.28872070310397
2026-07-20,1358.4718585821613,930.9899664663991,45.916917207849494
2026-07-21,1406.3517425223906,930.9899664663991,51.0598173104101
2026-07-22,1405.3746171974472,930.9899664663991,50.954861794224215
2026-07-23,1406.5467470344372,930.9899664663991,51.0807632409862
2026-07-24,1379.970461383903,930.9899664663991,48.22613681021968
2026-07-27,1365.453493601162,930.9899664663991,46.66683238099576
2026-07-28,1333.9205888246322,930.9899664663991,43.279802884188825
2026-07-29,1282.4260088601154,930.9899664663991,37.748639088732894
2026-07-30,1350.1875293041728,930.9899664663991,45.0270763313219
2026-07-31,1351.258538746703,930.9899664663991,45.14211617934467
2026-08-03,1373.880224000455,930.9899664663991,47.571968924118416
2026-08-04,1421.8863856180506,930.9899664663991,52.72843283315542
2026-08-05,1426.583140161795,930.9899664663991,53.232923183526346
